"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.683179897E0,4.070143029E-2,2.873042040E-2,8.911218643E0,8.911357907E0
3.688215336E0,2.394201700E-3,2.873042040E-2,8.777143478E0,8.777190827E0
3.693250774E0,1.197100803E-2,-9.576806426E-2,8.777143478E0,8.777674092E0
3.698286213E0,3.112462163E-2,-1.628057212E-1,8.844181061E0,8.845734174E0
3.703321650E0,-7.182605099E-3,-5.746084079E-2,9.006986618E0,9.007172768E0
3.708326571E0,-1.675941236E-2,-4.788403213E-2,9.102754593E0,9.102895964E0
3.713362009E0,-2.633621916E-2,-1.915361360E-2,8.987833023E0,8.987892017E0
3.718397448E0,2.154781483E-2,0.000000000E0,8.834604263E0,8.834630541E0
3.723432885E0,-2.633621916E-2,4.788403213E-2,8.748413086E0,8.748583771E0
3.728437806E0,1.197100803E-2,-7.661445439E-2,8.882488251E0,8.882826724E0
3.733473244E0,1.747767180E-1,-6.703764945E-2,9.141061783E0,9.142978260E0
3.738508682E0,-1.675941236E-2,-9.576806426E-2,9.246406555E0,9.246917680E0
3.743544120E0,5.027823523E-2,-4.788403213E-2,9.217676163E0,9.217937656E0
3.748549041E0,2.154781483E-2,1.915361360E-2,9.074024200E0,9.074070000E0
3.753584479E0,-6.464344263E-2,3.830722719E-2,8.872911453E0,8.873229619E0
3.758619917E0,-1.675941236E-2,2.873042040E-2,8.767566681E0,8.767629772E0
3.763655355E0,1.197100803E-2,-9.576806799E-3,8.997409821E0,8.997422881E0
3.768690793E0,-8.379705995E-2,-6.703764945E-2,9.150638580E0,9.151267804E0
3.773695713E0,4.070143029E-2,-3.830722719E-2,9.217676163E0,9.217845621E0
3.778731152E0,1.197100803E-2,-1.915361360E-2,9.255983353E0,9.256010911E0
3.783766590E0,4.070143029E-2,9.576806799E-3,9.102754593E0,9.102850625E0
3.788802028E0,2.154781483E-2,-4.788403213E-2,9.179368973E0,9.179519156E0
3.793837467E0,-2.633621916E-2,-1.915361360E-2,9.054870605E0,9.054929163E0
3.798842387E0,2.394201700E-3,-7.661445439E-2,9.160215378E0,9.160536080E0
3.803877825E0,1.197100803E-2,-1.244984865E-1,9.227252960E0,9.228100583E0
3.808913263E0,-7.182605099E-3,-1.244984865E-1,9.303867340E0,9.304703055E0
3.813948701E0,-8.379705995E-2,-3.830722719E-2,9.208099365E0,9.208560328E0
3.818984139E0,5.027823523E-2,-8.619125932E-2,9.217676163E0,9.218216241E0
3.823989060E0,-1.675941236E-2,9.576806799E-3,9.054870605E0,9.054891180E0
3.829024498E0,-2.633621916E-2,-3.830722719E-2,9.045293808E0,9.045413264E0
3.834059936E0,1.197100803E-2,-1.723825186E-1,9.188945770E0,9.190570353E0
3.839095374E0,-6.464344263E-2,-6.703764945E-2,9.179368973E0,9.179841369E0
3.844100295E0,-4.548983276E-2,-2.873042040E-2,9.265560150E0,9.265716360E0
3.849135732E0,-8.379705995E-2,-5.746084079E-2,9.361329079E0,9.361880464E0
3.854171171E0,-7.182605099E-3,-4.788403213E-2,9.313444138E0,9.313570002E0
3.859206609E0,2.154781483E-2,-1.149216816E-1,9.131484985E0,9.132233535E0
3.864242047E0,-2.633621916E-2,-1.915361360E-2,8.987833023E0,8.987892017E0
3.869246967E0,1.197100803E-2,-7.661445439E-2,8.997409821E0,8.997743971E0
3.874282406E0,3.112462163E-2,-1.053448766E-1,9.208099365E0,9.208754541E0
3.879317844E0,2.394201700E-3,-6.703764945E-2,9.351752281E0,9.351992863E0
3.884353282E0,5.985504389E-2,-3.830722719E-2,9.361329079E0,9.361598805E0
3.889388720E0,2.394201700E-3,2.873042040E-2,9.303867340E0,9.303912008E0
3.894393641E0,-7.182605099E-3,1.915361360E-2,9.141061783E0,9.141084671E0
3.899429079E0,4.070143029E-2,0.000000000E0,9.141061783E0,9.141152396E0
3.904464517E0,-3.591302410E-2,-6.703764945E-2,9.361329079E0,9.361637993E0
3.909499955E0,6.943184882E-2,3.830722719E-2,9.514557838E0,9.514888286E0
3.914535393E0,6.943184882E-2,-5.746084079E-2,9.581595421E0,9.582019272E0
3.919540314E0,4.070143029E-2,0.000000000E0,9.409213066E0,9.409301097E0
3.924575751E0,2.154781483E-2,-6.703764945E-2,9.323021889E0,9.323287805E0
3.929611190E0,5.985504389E-2,9.576806799E-3,9.390059471E0,9.390255120E0
3.934646628E0,-6.464344263E-2,0.000000000E0,9.399636269E0,9.399858550E0
3.939682067E0,5.027823523E-2,9.576806799E-3,9.485827446E0,9.485965526E0
3.944686986E0,2.154781483E-2,-1.915361360E-2,9.543288231E0,9.543331778E0
3.949722425E0,9.816227108E-2,-9.576806799E-3,9.457097054E0,9.457611338E0
3.954757863E0,-7.182605099E-3,-9.576806799E-3,9.572018623E0,9.572026109E0
3.959793302E0,3.112462163E-2,-3.830722719E-2,9.658209801E0,9.658335920E0
3.964828739E0,-1.675941236E-2,-4.788403213E-2,9.744400978E0,9.744533041E0
3.969833660E0,5.027823523E-2,-9.576806426E-2,9.658209801E0,9.658815454E0
3.974869098E0,-1.675941236E-2,-2.873042040E-2,9.447520256E0,9.447578806E0
3.979904537E0,5.027823523E-2,5.746084079E-2,9.428366661E0,9.428675811E0
3.984939974E0,2.394201700E-3,-3.830722719E-2,9.533711433E0,9.533788695E0
3.989975412E0,2.394201700E-3,-9.576806426E-2,9.706093788E0,9.706566534E0
3.995010851E0,-7.182605099E-3,-3.830722719E-2,9.706093788E0,9.706172039E0
4.000015771E0,-7.182605099E-3,-9.576806799E-3,9.658209801E0,9.658217220E0
4.005051209E0,-2.633621916E-2,9.576806799E-3,9.504981041E0,9.505022351E0
4.010086647E0,-1.675941236E-2,0.000000000E0,9.572018623E0,9.572033295E0
4.015122086E0,-4.548983276E-2,-5.746084079E-2,9.629479408E0,9.629758291E0
4.020127006E0,-3.591302410E-2,-1.149216816E-1,9.686940193E0,9.687688426E0
4.025162444E0,1.197100803E-2,-1.628057212E-1,9.524134636E0,9.525533558E0
4.030197882E0,-4.548983276E-2,-1.244984865E-1,9.409213066E0,9.410146637E0
4.035233321E0,-2.633621916E-2,-9.576806799E-3,9.418789864E0,9.418831552E0
4.040268758E0,-7.422025502E-2,0.000000000E0,9.370905876E0,9.371199794E0
4.045273679E0,-7.182605099E-3,-8.619125932E-2,9.639056206E0,9.639444230E0
4.050309117E0,2.154781483E-2,-1.053448766E-1,9.552865028E0,9.553470160E0
4.055344556E0,-4.548983276E-2,-9.576806426E-2,9.466673851E0,9.467267539E0
4.060379993E0,-2.633621916E-2,-7.661445439E-2,9.457097054E0,9.457444055E0
4.065415431E0,3.112462163E-2,-1.915361360E-2,9.639056206E0,9.639125486E0
4.070420352E0,-6.464344263E-2,-5.746084079E-2,9.763554573E0,9.763937650E0
4.075455791E0,-1.675941236E-2,-4.788403213E-2,9.514557838E0,9.514693091E0
4.080491228E0,-1.675941236E-2,1.915361360E-2,9.409213066E0,9.409247486E0
4.085526666E0,-9.337386489E-2,-4.788403213E-2,9.342175484E0,9.342764812E0
4.090562105E0,-3.591302410E-2,-2.873042040E-2,9.342175484E0,9.342288689E0
4.095567025E0,8.858546615E-2,-9.576806799E-3,9.610325813E0,9.610738855E0
4.100602463E0,3.112462163E-2,-1.915361360E-2,9.792284966E0,9.792353162E0
4.105637901E0,6.943184882E-2,9.576806799E-3,9.715670586E0,9.715923395E0
4.110673340E0,2.394201700E-3,9.576806799E-3,9.686940193E0,9.686945223E0
4.115678260E0,-2.633621916E-2,-1.915361360E-2,9.447520256E0,9.447576379E0
4.120713698E0,-1.675941236E-2,-5.746084079E-2,9.572018623E0,9.572205762E0
4.125749136E0,2.394201700E-3,-2.873042040E-2,9.715670586E0,9.715713360E0
4.130784575E0,-7.182605099E-3,1.915361360E-2,9.639056206E0,9.639077912E0
4.135820012E0,7.900865376E-2,2.873042040E-2,9.792284966E0,9.792645845E0
4.140824933E0,-7.182605099E-3,2.873042040E-2,9.715670586E0,9.715715720E0
4.145860371E0,-1.675941236E-2,-8.619125932E-2,9.639056206E0,9.639456123E0
4.150895810E0,-1.221042871E-1,-5.746084079E-2,9.715670586E0,9.716607748E0
4.155931247E0,2.394201700E-3,-2.873042040E-2,9.562441826E0,9.562485286E0
4.160936168E0,-7.182605099E-3,-1.915361360E-2,9.648633003E0,9.648654688E0
4.165971606E0,5.985504389E-2,0.000000000E0,9.801861763E0,9.802044514E0
4.171007044E0,2.154781483E-2,-5.746084079E-2,9.935936928E0,9.936126443E0
4.176042482E0,-6.464344263E-2,-1.436520964E-1,9.945513725E0,9.946761179E0
4.181077921E0,6.943184882E-2,-9.576806426E-2,9.667786598E0,9.668510227E0
4.186082841E0,-2.633621916E-2,-9.576806426E-2,9.399636269E0,9.400161015E0
4.191118279E0,-5.506663769E-2,-3.830722719E-2,9.466673851E0,9.466911512E0
4.196153717E0,-2.633621916E-2,-9.576806426E-2,9.562441826E0,9.562957638E0
4.201189156E0,-6.464344263E-2,-4.788403213E-2,9.773131371E0,9.773462459E0
4.206194075E0,4.070143029E-2,-5.746084079E-2,9.686940193E0,9.687196120E0
4.211229514E0,-1.675941236E-2,0.000000000E0,9.715670586E0,9.715685041E0
4.216264952E0,1.197100803E-2,-7.661445439E-2,9.696516991E0,9.696827050E0
4.221300391E0,2.394201700E-3,-3.830722719E-2,9.715670586E0,9.715746400E0
4.226335829E0,2.394201700E-3,-7.661445439E-2,9.744400978E0,9.744702455E0
4.231340749E0,3.112462163E-2,-4.788403213E-2,9.677363396E0,9.677531912E0
4.236376187E0,1.077390760E-1,-9.576806799E-3,9.782708168E0,9.783306114E0
4.241411626E0,4.070143029E-2,-4.788403213E-2,9.868899345E0,9.869099441E0
4.246447063E0,8.858546615E-2,1.915361360E-2,9.801861763E0,9.802280769E0
4.251451984E0,5.985504389E-2,-9.576806799E-3,9.830592155E0,9.830779037E0
4.256487422E0,2.394201700E-3,-9.576806799E-3,9.619902611E0,9.619907676E0
4.261522861E0,-4.548983276E-2,8.619125932E-2,9.667786598E0,9.668277818E0
4.266558298E0,9.816227108E-2,-2.873042040E-2,9.677363396E0,9.677903883E0
4.271593736E0,8.858546615E-2,-1.244984865E-1,9.849745750E0,9.850930850E0
4.276598657E0,4.070143029E-2,-5.746084079E-2,1.000297451E1,1.000322235E1
4.281634095E0,-1.675941236E-2,1.915361360E-2,9.974244118E0,9.974276588E0
4.286669533E0,-7.182605099E-3,-5.746084079E-2,9.859322548E0,9.859492606E0
4.291704971E0,-1.029506698E-1,0.000000000E0,9.706093788E0,9.706639762E0
4.296709892E0,-2.633621916E-2,-1.915361360E-2,9.734824181E0,9.734878648E0
4.301745329E0,5.027823523E-2,9.576806799E-3,9.849745750E0,9.849878728E0
4.306780768E0,3.112462163E-2,2.873042040E-2,9.945513725E0,9.945603925E0
4.311816206E0,3.112462163E-2,1.915361360E-2,9.830592155E0,9.830660086E0
4.316851645E0,4.070143029E-2,9.576806799E-3,9.868899345E0,9.868987922E0
4.321856564E0,-3.591302410E-2,-2.873042040E-2,9.811438560E0,9.811546352E0
4.326892003E0,4.070143029E-2,-3.830722719E-2,9.888052940E0,9.888210910E0
4.331927441E0,2.154781483E-2,-7.661445439E-2,9.830592155E0,9.830914312E0
4.336962880E0,5.985504389E-2,2.873042040E-2,9.696516991E0,9.696744289E0
4.341967799E0,2.394201700E-3,-7.661445439E-2,9.782708168E0,9.783008464E0
4.347003238E0,4.070143029E-2,-4.788403213E-2,9.859322548E0,9.859522838E0
4.352038676E0,-1.675941236E-2,-7.661445439E-2,9.916783333E0,9.917093441E0
4.357074114E0,-2.633621916E-2,-1.915361360E-2,9.830592155E0,9.830646092E0
4.362079034E0,5.027823523E-2,2.873042040E-2,9.706093788E0,9.706266531E0
4.367114473E0,4.070143029E-2,7.661445439E-2,9.639056206E0,9.639446609E0
4.372149911E0,-7.182605099E-3,0.000000000E0,9.667786598E0,9.667789266E0
4.377185349E0,-7.422025502E-2,-4.788403213E-2,9.868899345E0,9.869294596E0
4.382220787E0,5.027823523E-2,-5.746084079E-2,9.916783333E0,9.917077257E0
4.387225708E0,1.197100803E-2,-9.576806426E-2,9.945513725E0,9.945982007E0
4.392261145E0,1.197100803E-2,2.873042040E-2,9.878476143E0,9.878525176E0
4.397296584E0,-6.464344263E-2,-1.915361360E-2,9.610325813E0,9.610562308E0
4.402332022E0,-2.633621916E-2,-2.873042040E-2,9.658209801E0,9.658288440E0
4.407336943E0,-7.182605099E-3,-2.873042040E-2,9.734824181E0,9.734869226E0
4.412372380E0,1.077390760E-1,-2.873042040E-2,9.773131371E0,9.773767438E0
4.417407819E0,2.394201700E-3,-3.830722719E-2,9.935936928E0,9.936011061E0
4.422443257E0,-7.182605099E-3,-4.788403213E-2,9.792284966E0,9.792404675E0
4.427448177E0,5.985504389E-2,5.746084079E-2,9.830592155E0,9.830942300E0
4.432483615E0,-3.591302410E-2,-4.788403213E-2,9.763554573E0,9.763738041E0
4.437519054E0,3.112462163E-2,-9.576806799E-3,9.782708168E0,9.782762368E0
4.442554492E0,-7.182605099E-3,4.788403213E-2,9.830592155E0,9.830711398E0
4.447589930E0,-1.675941236E-2,5.746084079E-2,9.782708168E0,9.782891276E0
4.452594850E0,-2.633621916E-2,9.576806799E-3,1.014662647E1,1.014666517E1
4.457630289E0,2.394201700E-3,1.915361360E-2,9.916783333E0,9.916802119E0
4.462665727E0,-7.182605099E-3,0.000000000E0,9.801861763E0,9.801864395E0
4.467701164E0,1.197100803E-2,-9.576806799E-3,9.706093788E0,9.706105895E0
4.472736603E0,5.985504389E-2,-5.746084079E-2,9.629479408E0,9.629836865E0
4.477741524E0,4.070143029E-2,0.000000000E0,9.773131371E0,9.773216123E0
4.482776962E0,-1.221042871E-1,-6.703764945E-2,1.002212811E1,1.002309609E1
4.487812399E0,-4.548983276E-2,-4.788403213E-2,9.983820915E0,9.984039377E0
4.492847838E0,-7.182605099E-3,-6.703764945E-2,1.012747288E1,1.012769730E1
4.497883276E0,-3.591302410E-2,0.000000000E0,9.753977776E0,9.754043889E0
4.502888197E0,-7.182605099E-3,-5.746084079E-2,9.821015358E0,9.821186079E0
4.507923634E0,4.070143029E-2,-1.915361360E-2,9.888052940E0,9.888155259E0
4.512959073E0,2.394201700E-3,-9.576806426E-2,9.840168953E0,9.840635258E0
4.517994511E0,5.027823523E-2,0.000000000E0,9.916783333E0,9.916910788E0
4.523029949E0,4.070143029E-2,-6.703764945E-2,9.926360130E0,9.926669940E0
4.528034869E0,5.027823523E-2,-9.576806426E-2,9.955090523E0,9.955678116E0
4.533070308E0,5.985504389E-2,-9.576806426E-2,9.983820915E0,9.984459636E0
4.538105746E0,-7.182605099E-3,0.000000000E0,9.619902611E0,9.619905292E0
4.543141184E0,2.394201700E-3,9.576806799E-3,9.696516991E0,9.696522016E0
4.548146104E0,-7.182605099E-3,-3.830722719E-2,9.629479408E0,9.629558282E0
4.553181543E0,-2.633621916E-2,3.830722719E-2,1.010831928E1,1.010842618E1
4.558216981E0,1.197100803E-2,-4.788403213E-2,1.031900978E1,1.031912782E1
4.563252418E0,6.943184882E-2,9.576806799E-3,1.004128170E1,1.004152631E1
4.568287857E0,4.070143029E-2,-4.788403213E-2,9.916783333E0,9.916982462E0
4.573292778E0,1.197100803E-2,6.703764945E-2,9.782708168E0,9.782945183E0
4.578328216E0,2.154781483E-2,0.000000000E0,9.782708168E0,9.782731899E0
4.583363653E0,1.197100803E-2,-4.788403213E-2,9.935936928E0,9.936059522E0
4.588399092E0,5.985504389E-2,0.000000000E0,9.907206535E0,9.907387343E0
4.593434530E0,1.460463107E-1,9.576806799E-3,1.002212811E1,1.002319675E1
4.598439450E0,8.858546615E-2,-4.788403213E-2,9.964667320E0,9.965176118E0
4.603474888E0,1.556231081E-1,-4.788403213E-2,9.935936928E0,9.937270957E0
4.608510327E0,4.070143029E-2,-7.661445439E-2,9.964667320E0,9.965044966E0
4.613545765E0,2.154781483E-2,9.576806799E-3,9.907206535E0,9.907234597E0
4.618550685E0,3.112462163E-2,0.000000000E0,9.964667320E0,9.964715929E0
4.623586123E0,-1.125274822E-1,0.000000000E0,9.897629738E0,9.898269387E0
4.628621562E0,5.985504389E-2,-1.915361360E-2,9.974244118E0,9.974442100E0
4.633657000E0,-7.182605099E-3,-9.576806426E-2,1.002212811E1,1.002258823E1
4.638661920E0,5.985504389E-2,-9.576806426E-2,9.773131371E0,9.773783860E0
4.643697358E0,-2.633621916E-2,-1.915361360E-2,9.792284966E0,9.792339113E0
4.648732797E0,-2.633621916E-2,-7.661445439E-2,9.658209801E0,9.658549577E0
4.653768235E0,-3.591302410E-2,-7.661445439E-2,9.725247383E0,9.725615465E0
4.658803673E0,3.112462163E-2,-8.619125932E-2,9.993397713E0,9.993817865E0
4.663808593E0,-1.675941236E-2,-4.788403213E-2,9.821015358E0,9.821146390E0
4.668844032E0,-7.182605099E-3,-2.873042040E-2,9.993397713E0,9.993441593E0
4.673879469E0,1.197100803E-2,-6.703764945E-2,9.840168953E0,9.840404584E0
4.678914908E0,-2.633621916E-2,-6.703764945E-2,9.629479408E0,9.629748767E0
4.683919828E0,-6.464344263E-2,-4.788403213E-2,9.734824181E0,9.735156572E0
4.688955267E0,2.154781483E-2,-7.661445439E-2,9.639056206E0,9.639384764E0
4.693990704E0,-1.675941236E-2,0.000000000E0,9.696516991E0,9.696531474E0
4.699026143E0,-3.591302410E-2,-1.244984865E-1,9.830592155E0,9.831446066E0
4.704061581E0,2.394201700E-3,-3.830722719E-2,9.868899345E0,9.868973982E0
4.709066501E0,-9.337386489E-2,-4.788403213E-2,1.000297451E1,1.000352491E1
4.714101939E0,-3.591302410E-2,-8.619125932E-2,9.773131371E0,9.773577414E0
4.719137378E0,-7.422025502E-2,1.915361360E-2,9.696516991E0,9.696819956E0
4.724172816E0,-8.379705995E-2,9.576806799E-3,9.811438560E0,9.811801073E0
4.729177736E0,3.112462163E-2,5.746084079E-2,9.897629738E0,9.897845468E0
4.734213174E0,-7.182605099E-3,3.830722719E-2,9.897629738E0,9.897706475E0
4.739248612E0,-1.675941236E-2,-1.149216816E-1,9.878476143E0,9.879158809E0
4.744284051E0,5.027823523E-2,-3.830722719E-2,9.763554573E0,9.763759176E0
4.749319488E0,-1.604115069E-1,-5.746084079E-2,9.763554573E0,9.765041295E0
4.754324409E0,-2.633621916E-2,-9.576806799E-3,9.677363396E0,9.677403970E0
4.759359847E0,2.394201700E-3,3.830722719E-2,9.782708168E0,9.782783463E0
4.764395286E0,7.900865376E-2,0.000000000E0,9.811438560E0,9.811756672E0
4.769430723E0,1.173158810E-1,-1.915361360E-2,9.983820915E0,9.984528529E0
4.774435644E0,7.900865376E-2,-2.873042040E-2,9.926360130E0,9.926716136E0
4.779471082E0,4.070143029E-2,-4.788403213E-2,1.001255131E1,1.001274853E1
4.784506520E0,2.154781483E-2,1.915361360E-2,1.003170490E1,1.003174633E1
4.789541958E0,4.070143029E-2,-1.053448766E-1,9.801861763E0,9.802512340E0
4.794577397E0,5.985504389E-2,0.000000000E0,9.619902611E0,9.620088818E0
4.799582317E0,1.197100803E-2,-9.576806799E-3,9.658209801E0,9.658221968E0
4.804617755E0,1.197100803E-2,-5.746084079E-2,9.753977776E0,9.754154371E0
4.809653193E0,2.154781483E-2,-7.661445439E-2,1.009874249E1,1.009905609E1
4.814688632E0,-1.675941236E-2,-1.053448766E-1,1.002212811E1,1.002269575E1
4.819693551E0,2.394201700E-3,-4.788403213E-2,9.974244118E0,9.974359344E0
4.824728990E0,4.070143029E-2,-2.873042040E-2,9.849745750E0,9.849871745E0
4.829764428E0,7.900865376E-2,-6.703764945E-2,9.715670586E0,9.716223101E0
4.834799867E0,-3.591302410E-2,3.830722719E-2,9.821015358E0,9.821155729E0
4.839835305E0,-3.591302410E-2,-9.576806426E-2,9.907206535E0,9.907734484E0
4.844840225E0,-1.675941236E-2,-7.661445439E-2,9.964667320E0,9.964975939E0
4.849875663E0,5.027823523E-2,-7.661445439E-2,1.001255131E1,1.001297066E1
4.854911102E0,1.197100803E-2,-1.915361360E-2,9.888052940E0,9.888078737E0
4.859946539E0,5.027823523E-2,-6.703764945E-2,9.868899345E0,9.869255100E0
4.864981977E0,-4.548983276E-2,-2.873042040E-2,9.667786598E0,9.667936309E0
4.869986898E0,-3.591302410E-2,-9.576806799E-3,9.792284966E0,9.792355503E0
4.875022337E0,5.985504389E-2,-7.661445439E-2,9.840168953E0,9.840649238E0
4.880057774E0,6.943184882E-2,-7.661445439E-2,9.888052940E0,9.888593505E0
4.885093212E0,4.070143029E-2,-5.746084079E-2,1.005085850E1,1.005110516E1
4.890098133E0,-8.379705995E-2,-6.703764945E-2,9.888052940E0,9.888635242E0
4.895133571E0,-3.591302410E-2,-7.661445439E-2,9.753977776E0,9.754344774E0
4.900169009E0,4.070143029E-2,9.576806799E-3,9.648633003E0,9.648723602E0
4.905204447E0,5.985504389E-2,-1.915361360E-2,9.696516991E0,9.696720643E0
4.910209368E0,1.460463107E-1,-1.053448766E-1,9.859322548E0,9.860966898E0
4.915244806E0,8.858546615E-2,-3.830722719E-2,9.888052940E0,9.888523943E0
4.920280244E0,1.077390760E-1,1.915361360E-2,9.859322548E0,9.859929801E0
4.925315682E0,5.027823523E-2,2.873042040E-2,9.897629738E0,9.897799137E0
4.930351121E0,-7.182605099E-3,-1.915361360E-2,9.849745750E0,9.849766992E0
4.935356041E0,-7.422025502E-2,-2.873042040E-2,9.830592155E0,9.830914312E0
4.940391479E0,-2.633621916E-2,-3.830722719E-2,9.792284966E0,9.792395309E0
4.945426917E0,2.154781483E-2,4.788403213E-2,9.763554573E0,9.763695770E0
4.950462356E0,-7.182605099E-3,-5.746084079E-2,9.878476143E0,9.878645871E0
4.955497793E0,2.394201700E-3,-1.915361360E-2,9.907206535E0,9.907225339E0
4.960502714E0,3.112462163E-2,-7.661445439E-2,9.878476143E0,9.878822269E0
4.965538152E0,4.070143029E-2,-1.915361360E-2,9.792284966E0,9.792388284E0
4.970573591E0,5.027823523E-2,-5.746084079E-2,9.667786598E0,9.668088092E0
4.975609028E0,-4.548983276E-2,-6.703764945E-2,9.686940193E0,9.687278961E0
4.980613949E0,-4.548983276E-2,9.576806426E-2,9.840168953E0,9.840740108E0
4.985649387E0,1.197100803E-2,-6.703764945E-2,9.888052940E0,9.888287430E0
4.990684825E0,-6.464344263E-2,-1.915361360E-2,9.974244118E0,9.974471984E0
4.995720263E0,-3.591302410E-2,-2.873042040E-2,9.897629738E0,9.897736590E0
5.000725184E0,-2.633621916E-2,-1.915361360E-2,9.763554573E0,9.763608880E0
5.005760622E0,1.197100803E-2,-9.576806799E-3,9.610325813E0,9.610338041E0
5.010796060E0,-2.633621916E-2,2.873042040E-2,9.619902611E0,9.619981563E0
5.015831498E0,-3.591302410E-2,-1.915361360E-2,9.811438560E0,9.811522982E0
5.020866936E0,3.112462163E-2,3.830722719E-2,9.734824181E0,9.734949307E0
5.025871856E0,2.154781483E-2,-9.576806799E-3,9.830592155E0,9.830620436E0
5.030907295E0,1.173158810E-1,3.830722719E-2,9.897629738E0,9.898399107E0
5.035942733E0,-3.591302410E-2,-5.746084079E-2,9.840168953E0,9.840402254E0
5.040978171E0,3.112462163E-2,-9.576806799E-3,9.801861763E0,9.801915858E0
5.046013610E0,-7.182605099E-3,-1.915361360E-2,9.619902611E0,9.619924360E0
5.051018530E0,2.154781483E-2,0.000000000E0,9.706093788E0,9.706117707E0
5.056053968E0,5.027823523E-2,-4.788403213E-2,9.792284966E0,9.792531114E0
5.061089406E0,-4.548983276E-2,-2.873042040E-2,9.983820915E0,9.983965887E0
5.066124844E0,-6.464344263E-2,-3.830722719E-2,9.993397713E0,9.993680206E0
5.071129765E0,2.154781483E-2,-1.149216816E-1,9.725247383E0,9.725950235E0
5.076165203E0,-5.506663769E-2,-5.746084079E-2,9.619902611E0,9.620231823E0
5.081200641E0,-1.029506698E-1,9.576806799E-3,9.504981041E0,9.505543390E0
5.086236079E0,-4.548983276E-2,2.873042040E-2,9.725247383E0,9.725396209E0
5.091271517E0,-8.379705995E-2,-1.915361360E-2,9.964667320E0,9.965038064E0
5.096276438E0,2.394201700E-3,-5.746084079E-2,9.974244118E0,9.974409917E0
5.101311875E0,3.112462163E-2,-5.746084079E-2,9.964667320E0,9.964881600E0
5.106347314E0,-2.633621916E-2,-1.532289088E-1,9.763554573E0,9.764792399E0
5.111382752E0,-5.506663769E-2,-2.873042040E-2,9.715670586E0,9.715869117E0
5.116387673E0,-3.591302410E-2,-9.576806426E-2,9.725247383E0,9.725785209E0
5.121423110E0,-4.548983276E-2,-4.788403213E-2,9.734824181E0,9.735048230E0
5.126458549E0,9.816227108E-2,9.576806799E-3,9.821015358E0,9.821510587E0
5.131493987E0,-7.182605099E-3,-5.746084079E-2,9.830592155E0,9.830762710E0
5.136529426E0,5.985504389E-2,-3.830722719E-2,9.859322548E0,9.859578651E0
5.141534345E0,5.027823523E-2,-9.576806426E-2,9.955090523E0,9.955678116E0
5.146569784E0,2.394201700E-3,-1.915361360E-2,9.782708168E0,9.782727211E0
5.151605222E0,7.900865376E-2,0.000000000E0,9.773131371E0,9.773450729E0
5.156640661E0,-5.506663769E-2,1.915361360E-2,9.868899345E0,9.869071561E0
5.161645580E0,7.900865376E-2,-5.746084079E-2,9.849745750E0,9.850230224E0
5.166681019E0,2.394201700E-3,-3.830722719E-2,9.955090523E0,9.955164514E0
5.171716457E0,2.394201700E-3,-5.746084079E-2,9.974244118E0,9.974409917E0
5.176751894E0,2.394201700E-3,-1.915361360E-2,9.935936928E0,9.935955678E0
5.181756815E0,2.394201700E-3,9.576806426E-2,9.811438560E0,9.811906231E0
5.186792254E0,1.197100803E-2,9.576806799E-3,9.801861763E0,9.801873752E0
5.191827692E0,5.027823523E-2,-9.576806426E-2,9.734824181E0,9.735425068E0
5.196863129E0,4.070143029E-2,0.000000000E0,9.935936928E0,9.936020292E0
5.201868050E0,1.197100803E-2,-1.053448766E-1,9.878476143E0,9.879045083E0
5.206903489E0,2.154781483E-2,9.576806799E-3,9.945513725E0,9.945541679E0
5.211938926E0,-4.548983276E-2,1.915361360E-2,1.002212811E1,1.002224964E1
5.216974364E0,4.070143029E-2,-3.830722719E-2,9.868899345E0,9.869057622E0
5.222009803E0,-9.337386489E-2,-9.576806799E-3,9.849745750E0,9.850192980E0
5.227014724E0,1.197100803E-2,-3.830722719E-2,9.667786598E0,9.667869903E0
5.232050161E0,-7.182605099E-3,-6.703764945E-2,9.782708168E0,9.782940495E0
5.237085599E0,7.900865376E-2,-1.244984865E-1,9.859322548E0,9.860425110E0
5.242121038E0,7.900865376E-2,-6.703764945E-2,9.868899345E0,9.869443282E0
5.247125958E0,-2.633621916E-2,0.000000000E0,9.935936928E0,9.935971831E0
5.252161396E0,-3.591302410E-2,9.576806799E-3,9.773131371E0,9.773202047E0
5.257196834E0,-3.591302410E-2,3.830722719E-2,9.725247383E0,9.725389136E0
5.262232273E0,-4.548983276E-2,9.576806799E-3,9.734824181E0,9.734935175E0
5.267237193E0,-7.182605099E-3,-1.915361360E-2,9.830592155E0,9.830613439E0
5.272272631E0,-2.633621916E-2,-6.703764945E-2,9.974244118E0,9.974504166E0
5.277308069E0,3.112462163E-2,-8.619125932E-2,9.821015358E0,9.821442885E0
5.282343508E0,-1.675941236E-2,-4.788403213E-2,9.830592155E0,9.830723060E0
5.287348428E0,-1.675941236E-2,-3.830722719E-2,9.715670586E0,9.715760560E0
5.292383866E0,-5.506663769E-2,-4.788403213E-2,9.706093788E0,9.706368108E0
5.297419304E0,-7.422025502E-2,4.788403213E-2,9.725247383E0,9.725648471E0
5.302454743E0,-6.464344263E-2,-9.576806799E-3,9.734824181E0,9.735043519E0
