"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.531334727E0,1.173158810E-1,-1.915361360E-2,9.533711433E0,9.534452453E0
1.536370167E0,1.939303428E-1,-1.915361360E-2,9.667786598E0,9.669750439E0
1.541375088E0,1.173158810E-1,-3.830722719E-2,9.734824181E0,9.735606416E0
1.546410528E0,6.943184882E-2,-4.788403213E-2,9.725247383E0,9.725613108E0
1.551445967E0,8.858546615E-2,1.915361360E-2,9.428366661E0,9.428802264E0
1.556481407E0,3.112462163E-2,-5.746084079E-2,9.313444138E0,9.313673400E0
1.561486327E0,4.070143029E-2,-2.873042040E-2,9.265560150E0,9.265694088E0
1.566521767E0,7.900865376E-2,-9.576806799E-3,9.562441826E0,9.562773016E0
1.571557206E0,1.077390760E-1,-6.703764945E-2,9.706093788E0,9.706923219E0
1.576592646E0,5.985504389E-2,-1.149216816E-1,9.610325813E0,9.611199293E0
1.581628085E0,7.900865376E-2,-3.830722719E-2,9.409213066E0,9.409622752E0
1.586633007E0,4.070143029E-2,5.746084079E-2,9.275136948E0,9.275404237E0
1.591668445E0,8.858546615E-2,-3.830722719E-2,9.380482674E0,9.380979161E0
1.596703885E0,9.816227108E-2,-4.788403213E-2,9.457097054E0,9.457727708E0
1.601739324E0,1.173158810E-1,-1.915361360E-2,9.514557838E0,9.515300349E0
1.606774763E0,6.943184882E-2,9.576806799E-3,9.572018623E0,9.572275227E0
1.611779685E0,7.900865376E-2,5.746084079E-2,9.437943459E0,9.438449070E0
1.616815125E0,-1.675941236E-2,-2.873042040E-2,9.370905876E0,9.370964905E0
1.621850564E0,4.070143029E-2,-9.576806426E-2,9.514557838E0,9.515126851E0
1.626886003E0,5.985504389E-2,-1.244984865E-1,9.495404243E0,9.496409018E0
1.631921442E0,6.943184882E-2,-6.703764945E-2,9.217676163E0,9.218181419E0
1.636926364E0,1.556231081E-1,-2.873042040E-2,9.169792175E0,9.171157644E0
1.641961803E0,1.173158810E-1,4.788403213E-2,9.332598686E0,9.333458852E0
1.646997242E0,7.900865376E-2,2.873042040E-2,9.552865028E0,9.553234952E0
1.652032682E0,2.154781483E-2,-6.703764945E-2,9.572018623E0,9.572277622E0
1.657068121E0,1.197100803E-2,-1.915361360E-2,9.303867340E0,9.303894757E0
1.662073042E0,2.394201700E-3,-9.576806426E-2,9.284713745E0,9.285207945E0
1.667108481E0,-5.506663769E-2,-5.746084079E-2,9.188945770E0,9.189290422E0
1.672143921E0,7.900865376E-2,-8.619125932E-2,9.370905876E0,9.371635302E0
1.677179360E0,3.112462163E-2,-1.915361360E-2,9.629479408E0,9.629548758E0
1.682214800E0,5.027823523E-2,9.576806799E-3,9.600749016E0,9.600885443E0
1.687219721E0,-3.591302410E-2,-6.703764945E-2,9.351752281E0,9.352061512E0
1.692255161E0,-9.337386489E-2,-3.830722719E-2,9.150638580E0,9.151195143E0
1.697290599E0,-1.029506698E-1,9.576806799E-3,9.074024200E0,9.074613256E0
1.702326039E0,5.027823523E-2,-1.053448766E-1,9.447520256E0,9.448241341E0
1.707361478E0,9.816227108E-2,-9.576806799E-3,9.437943459E0,9.438458787E0
1.712366400E0,5.027823523E-2,-3.830722719E-2,9.485827446E0,9.486038039E0
1.717401839E0,7.900865376E-2,-1.053448766E-1,9.227252960E0,9.228192515E0
1.722437278E0,-2.633621916E-2,2.873042040E-2,9.131484985E0,9.131568161E0
1.727472718E0,-4.548983276E-2,9.576806799E-3,9.265560150E0,9.265676766E0
1.732508156E0,4.070143029E-2,-2.873042040E-2,9.342175484E0,9.342308324E0
1.737513078E0,2.394201700E-3,4.788403213E-2,9.332598686E0,9.332721835E0
1.742548517E0,5.027823523E-2,3.830722719E-2,9.284713745E0,9.284928900E0
1.747583957E0,-6.464344263E-2,1.915361360E-2,9.141061783E0,9.141310418E0
1.752619396E0,3.112462163E-2,-3.830722719E-2,9.246406555E0,9.246538291E0
1.757654836E0,3.112462163E-2,9.576806799E-3,9.466673851E0,9.466729861E0
1.762690275E0,2.154781483E-2,-4.788403213E-2,9.361329079E0,9.361476342E0
1.767695196E0,-7.182605099E-3,-9.576806799E-3,9.227252960E0,9.227260726E0
1.772730635E0,-7.182605099E-3,7.661445439E-2,9.045293808E0,9.045621119E0
1.777766075E0,-1.221042871E-1,-3.830722719E-2,9.112331390E0,9.113229958E0
1.782801514E0,-6.464344263E-2,-3.830722719E-2,9.303867340E0,9.304170769E0
1.787836953E0,-7.182605099E-3,-1.244984865E-1,9.610325813E0,9.611134881E0
1.792841875E0,8.858546615E-2,-2.873042040E-2,9.409213066E0,9.409673923E0
1.797877314E0,5.027823523E-2,4.788403213E-2,9.093177795E0,9.093442868E0
1.802912753E0,3.112462163E-2,2.873042040E-2,8.930372238E0,8.930472691E0
1.807948192E0,1.197100803E-2,2.873042040E-2,9.016563416E0,9.016617136E0
1.812983632E0,-5.506663769E-2,-4.788403213E-2,9.255983353E0,9.256271012E0
1.817988554E0,2.154781483E-2,-7.661445439E-2,9.246406555E0,9.246749065E0
1.823023993E0,2.394201700E-3,-5.746084079E-2,9.208099365E0,9.208278960E0
1.828059432E0,-7.182605099E-3,-9.576806799E-3,8.997409821E0,8.997417784E0
1.833094871E0,6.943184882E-2,-1.915361360E-2,8.911218643E0,8.911509712E0
1.838130310E0,5.027823523E-2,6.703764945E-2,8.901641846E0,8.902036256E0
1.843135232E0,2.394201700E-3,1.915361360E-2,9.179368973E0,9.179389268E0
1.848170671E0,2.394201700E-3,9.576806799E-3,9.198522568E0,9.198527865E0
1.853206111E0,-1.675941236E-2,1.915361360E-2,9.121908188E0,9.121943692E0
1.858241550E0,5.985504389E-2,-1.915361360E-2,8.882488251E0,8.882710567E0
1.863276990E0,-7.182605099E-3,2.873042040E-2,8.911218643E0,8.911267852E0
1.868281910E0,6.943184882E-2,-2.873042040E-2,9.054870605E0,9.055182378E0
1.873317350E0,2.154781483E-2,9.576806799E-3,8.853757858E0,8.853789259E0
1.878352789E0,5.027823523E-2,-6.703764945E-2,8.805873871E0,8.806272570E0
1.883388229E0,1.197100803E-2,-9.576806426E-2,8.729259491E0,8.729793015E0
1.888423668E0,1.556231081E-1,5.746084079E-2,8.796297073E0,8.797861246E0
1.893428590E0,1.939303428E-1,2.873042040E-2,8.978256226E0,8.980396387E0
1.898464028E0,1.747767180E-1,-5.746084079E-2,9.150638580E0,9.152487917E0
1.903499468E0,6.943184882E-2,0.000000000E0,9.169792175E0,9.170055034E0
1.908534907E0,5.985504389E-2,2.873042040E-2,8.911218643E0,8.911465972E0
1.913570346E0,9.816227108E-2,-3.830722719E-2,8.614337921E0,8.614982362E0
1.918575268E0,4.070143029E-2,-2.873042040E-2,8.537723541E0,8.537868897E0
1.923610707E0,1.173158810E-1,-8.619125932E-2,8.930372238E0,8.931558669E0
1.928646147E0,5.027823523E-2,-4.788403213E-2,9.026140213E0,9.026407255E0
1.933681585E0,5.985504389E-2,-1.628057212E-1,8.920795441E0,8.922481696E0
1.938686507E0,1.173158810E-1,-5.746084079E-2,8.595184326E0,8.596176962E0
1.943721946E0,7.900865376E-2,-6.703764945E-2,8.547300339E0,8.547928374E0
1.948757386E0,5.027823523E-2,9.576806799E-3,8.719682693E0,8.719832905E0
1.953792825E0,4.070143029E-2,-1.915361360E-2,9.045293808E0,9.045405659E0
1.958828265E0,5.027823523E-2,-1.053448766E-1,9.141061783E0,9.141807040E0
1.963833185E0,1.268926859E-1,-8.619125932E-2,9.150638580E0,9.151924230E0
1.968868625E0,3.112462163E-2,-4.788403213E-2,8.901641846E0,8.901825047E0
1.973904064E0,7.900865376E-2,-1.244984865E-1,8.623914719E0,8.625175205E0
1.978939504E0,1.077390760E-1,1.915361360E-2,8.690952301E0,8.691641184E0
1.983974943E0,5.985504389E-2,-1.244984865E-1,8.882488251E0,8.883562350E0
1.988979865E0,-1.675941236E-2,-1.244984865E-1,8.959102631E0,8.959983298E0
1.994015304E0,4.070143029E-2,-6.703764945E-2,8.853757858E0,8.854105198E0
1.999050743E0,3.112462163E-2,-1.053448766E-1,8.825027466E0,8.825711079E0
2.004086182E0,1.197100803E-2,-3.830722719E-2,8.777143478E0,8.777235236E0
2.009121621E0,6.943184882E-2,-1.053448766E-1,8.767566681E0,8.768474430E0
2.014126543E0,-2.633621916E-2,-1.053448766E-1,9.112331390E0,9.112978355E0
2.019161983E0,3.112462163E-2,-1.915361360E-2,9.016563416E0,9.016637479E0
2.024197422E0,5.985504389E-2,-9.576806799E-3,8.987833023E0,8.988037427E0
2.029232861E0,-1.675941236E-2,-1.915361360E-2,8.844181061E0,8.844217680E0
2.034268300E0,-4.548983276E-2,-9.576806799E-3,8.710105896E0,8.710229949E0
2.039273222E0,6.943184882E-2,2.873042040E-2,8.844181061E0,8.844500260E0
2.044308661E0,1.173158810E-1,0.000000000E0,8.939949036E0,8.940718751E0
2.049344100E0,4.070143029E-2,-5.746084079E-2,9.054870605E0,9.055144396E0
2.054379540E0,-3.591302410E-2,-2.873042040E-2,8.920795441E0,8.920913993E0
2.059414979E0,3.112462163E-2,-1.915361360E-2,8.796297073E0,8.796372992E0
2.064419900E0,-7.422025502E-2,1.915361360E-2,8.757989883E0,8.758325314E0
2.069455339E0,6.943184882E-2,2.873042040E-2,8.863334656E0,8.863653166E0
2.074490779E0,4.070143029E-2,-6.703764945E-2,9.093177795E0,9.093515991E0
2.079526218E0,-1.675941236E-2,-4.788403213E-2,9.169792175E0,9.169932513E0
2.084561658E0,-5.506663769E-2,4.788403213E-2,8.987833023E0,8.988129264E0
2.089566579E0,1.077390760E-1,2.873042040E-2,8.767566681E0,8.768275694E0
2.094602019E0,-5.506663769E-2,6.703764945E-2,8.777143478E0,8.777572217E0
2.099637457E0,1.077390760E-1,2.873042040E-2,8.786720276E0,8.787427744E0
2.104672897E0,2.154781483E-2,1.915361360E-2,8.997409821E0,8.997456010E0
2.109708336E0,-7.182605099E-3,0.000000000E0,9.141061783E0,9.141064605E0
2.114713258E0,4.070143029E-2,-9.576806799E-3,9.102754593E0,9.102850625E0
2.119748697E0,6.943184882E-2,-4.788403213E-2,8.853757858E0,8.854159580E0
2.124784136E0,-3.591302410E-2,-9.576806799E-3,8.662221909E0,8.662301649E0
2.129819576E0,1.197100803E-2,-1.915361360E-2,8.719682693E0,8.719711947E0
2.134855014E0,-1.675941236E-2,-1.915361360E-2,8.892065048E0,8.892101470E0
2.139859936E0,1.197100803E-2,-1.915361360E-2,8.949525833E0,8.949554335E0
2.144895375E0,3.112462163E-2,-7.661445439E-2,9.083600998E0,9.083977411E0
2.149930815E0,1.077390760E-1,0.000000000E0,8.872911453E0,8.873565538E0
2.154966254E0,-3.591302410E-2,0.000000000E0,8.777143478E0,8.777216950E0
2.160001694E0,2.394201700E-3,-9.576806799E-3,8.604761124E0,8.604766786E0
2.165006614E0,2.394201700E-3,-8.619125932E-2,8.796297073E0,8.796719665E0
2.170042054E0,-7.182605099E-3,-2.873042040E-2,9.045293808E0,9.045342288E0
2.175077493E0,3.112462163E-2,-9.576806426E-2,9.198522568E0,9.199073741E0
2.180112933E0,5.027823523E-2,-9.576806426E-2,9.016563416E0,9.017212166E0
2.185148372E0,3.112462163E-2,-9.576806799E-3,8.901641846E0,8.901701411E0
2.190153294E0,6.943184882E-2,-8.619125932E-2,8.815450668E0,8.816145428E0
2.195188733E0,3.112462163E-2,5.746084079E-2,8.777143478E0,8.777386748E0
2.200224172E0,-2.633621916E-2,4.788403213E-2,8.738836288E0,8.739007161E0
2.205259611E0,-5.506663769E-2,-1.915361360E-2,8.815450668E0,8.815643464E0
2.210295050E0,5.027823523E-2,-8.619125932E-2,8.911218643E0,8.911777294E0
2.215299972E0,5.027823523E-2,-1.915361360E-2,8.978256226E0,8.978417434E0
2.220335412E0,8.858546615E-2,-9.576806799E-3,8.930372238E0,8.930816727E0
2.225370851E0,2.394201700E-3,-1.915361360E-2,8.767566681E0,8.767587929E0
2.230406290E0,7.900865376E-2,-1.915361360E-2,8.825027466E0,8.825401917E0
2.235441729E0,4.070143029E-2,-9.576806426E-2,8.825027466E0,8.825640934E0
2.240446651E0,8.858546615E-2,0.000000000E0,8.997409821E0,8.997845901E0
2.245482090E0,5.027823523E-2,-6.703764945E-2,9.064447403E0,9.064834729E0
2.250517529E0,1.077390760E-1,-8.619125932E-2,9.121908188E0,9.122951585E0
2.255552969E0,4.070143029E-2,-1.915361360E-2,8.892065048E0,8.892178827E0
2.260588408E0,3.112462163E-2,-1.149216816E-1,8.892065048E0,8.892862113E0
2.265593329E0,1.173158810E-1,-4.788403213E-2,8.863334656E0,8.864240358E0
2.270628768E0,6.943184882E-2,-9.576806799E-3,8.796297073E0,8.796576306E0
2.275664208E0,8.858546615E-2,-9.576806426E-2,8.920795441E0,8.921749279E0
2.280699647E0,4.070143029E-2,-9.576806426E-2,9.131484985E0,9.132077867E0
2.285735087E0,5.985504389E-2,-8.619125932E-2,9.332598686E0,9.333188619E0
2.290740008E0,5.027823523E-2,-1.915361360E-2,9.121908188E0,9.122066857E0
2.295775448E0,5.027823523E-2,-8.619125932E-2,8.949525833E0,8.950082093E0
2.300810886E0,5.985504389E-2,4.788403213E-2,8.805873871E0,8.806207477E0
2.305846326E0,1.197100803E-2,-9.576806799E-3,8.815450668E0,8.815463998E0
2.310881765E0,4.070143029E-2,2.873042040E-2,9.006986618E0,9.007124401E0
2.315886687E0,4.070143029E-2,-7.661445439E-2,9.236829758E0,9.237237160E0
2.320922126E0,1.077390760E-1,9.576806799E-3,9.179368973E0,9.180006218E0
2.325957565E0,4.070143029E-2,4.788403213E-2,9.141061783E0,9.141277810E0
2.330993005E0,2.154781483E-2,0.000000000E0,8.987833023E0,8.987858853E0
2.336028443E0,-7.182605099E-3,-9.576806799E-3,8.939949036E0,8.939957051E0
2.341033365E0,-2.633621916E-2,3.830722719E-2,8.853757858E0,8.853879898E0
2.346068804E0,7.900865376E-2,-9.576806799E-3,8.920795441E0,8.921150451E0
2.351104244E0,3.112462163E-2,-2.873042040E-2,9.026140213E0,9.026239600E0
2.356139683E0,7.900865376E-2,-3.830722719E-2,9.141061783E0,9.141483486E0
2.361175123E0,4.070143029E-2,-6.703764945E-2,9.045293808E0,9.045633793E0
2.366180043E0,5.027823523E-2,-2.873042040E-2,8.968679428E0,8.968866373E0
2.371215483E0,-1.675941236E-2,9.576806799E-3,8.786720276E0,8.786741478E0
2.376250922E0,5.027823523E-2,1.053448766E-1,8.700529099E0,8.701312087E0
2.381286362E0,-3.591302410E-2,3.830722719E-2,8.729259491E0,8.729417418E0
2.386321801E0,1.077390760E-1,-8.619125932E-2,9.045293808E0,9.046346042E0
2.391326723E0,9.816227108E-2,-6.703764945E-2,9.198522568E0,9.199290587E0
2.396362162E0,3.112462163E-2,-5.746084079E-2,9.064447403E0,9.064682963E0
2.401397601E0,2.154781483E-2,-9.576806426E-2,8.892065048E0,8.892606854E0
2.406433040E0,2.154781483E-2,-5.746084079E-2,8.757989883E0,8.758204888E0
2.411468479E0,1.197100803E-2,-9.576806426E-2,8.786720276E0,8.787250311E0
2.416473401E0,5.027823523E-2,-2.873042040E-2,8.872911453E0,8.873100416E0
2.421508841E0,-1.675941236E-2,0.000000000E0,9.064447403E0,9.064462896E0
2.426544280E0,2.394201700E-3,-1.915361360E-2,9.064447403E0,9.064467955E0
2.431579719E0,7.900865376E-2,-9.576806426E-2,9.064447403E0,9.065297602E0
2.436615159E0,1.197100803E-2,-2.873042040E-2,8.949525833E0,8.949579956E0
2.441620080E0,9.816227108E-2,4.788403213E-2,8.882488251E0,8.883159699E0
2.446655519E0,-7.182605099E-3,3.830722719E-2,8.872911453E0,8.872997052E0
2.451690958E0,4.070143029E-2,0.000000000E0,8.939949036E0,8.940041687E0
2.456726398E0,5.985504389E-2,-9.576806799E-3,8.959102631E0,8.959307690E0
2.461761837E0,2.154781483E-2,-3.830722719E-2,9.026140213E0,9.026247221E0
2.466766758E0,5.985504389E-2,-3.830722719E-2,8.978256226E0,8.978537460E0
2.471802197E0,1.197100803E-2,-5.746084079E-2,9.016563416E0,9.016754454E0
2.476837637E0,5.027823523E-2,9.576806799E-3,8.892065048E0,8.892212348E0
2.481873076E0,2.394201700E-3,9.576806799E-3,8.968679428E0,8.968684861E0
2.486877998E0,-2.633621916E-2,-1.915361360E-2,8.872911453E0,8.872971211E0
2.491913437E0,1.197100803E-2,-6.703764945E-2,8.939949036E0,8.940208393E0
2.496948877E0,1.197100803E-2,-1.053448766E-1,9.006986618E0,9.007610604E0
2.501984315E0,-1.675941236E-2,-1.149216816E-1,9.054870605E0,9.055615360E0
2.507019755E0,2.154781483E-2,-9.576806799E-3,9.045293808E0,9.045324543E0
2.512024676E0,9.816227108E-2,0.000000000E0,9.054870605E0,9.055402670E0
2.517060116E0,3.112462163E-2,-6.703764945E-2,8.987833023E0,8.988136917E0
2.522095555E0,2.154781483E-2,-6.703764945E-2,8.834604263E0,8.834884880E0
2.527130994E0,2.394201700E-3,-6.703764945E-2,9.006986618E0,9.007236408E0
2.532166434E0,1.197100803E-2,-7.661445439E-2,8.930372238E0,8.930708896E0
2.537171355E0,2.154781483E-2,-1.244984865E-1,9.074024200E0,9.074903822E0
2.542206794E0,8.858546615E-2,1.915361360E-2,8.959102631E0,8.959561049E0
2.547242233E0,2.154781483E-2,-4.788403213E-2,8.959102631E0,8.959256506E0
2.552277673E0,3.112462163E-2,-7.661445439E-2,8.767566681E0,8.767956662E0
2.557313112E0,2.154781483E-2,4.788403213E-2,8.901641846E0,8.901796714E0
2.562318034E0,-1.675941236E-2,-3.830722719E-2,9.169792175E0,9.169887505E0
2.567353472E0,1.197100803E-2,-3.830722719E-2,9.016563416E0,9.016652737E0
2.572388912E0,8.858546615E-2,-5.746084079E-2,8.872911453E0,8.873539699E0
2.577424351E0,2.154781483E-2,-7.661445439E-2,8.863334656E0,8.863691968E0
2.582459791E0,1.460463107E-1,-4.788403213E-2,8.930372238E0,8.931694728E0
2.587464712E0,3.112462163E-2,1.915361360E-2,8.939949036E0,8.940023734E0
2.592500152E0,6.943184882E-2,3.830722719E-2,8.968679428E0,8.969029987E0
2.597535591E0,-2.633621916E-2,5.746084079E-2,8.997409821E0,8.997631845E0
2.602571030E0,5.985504389E-2,1.915361360E-2,9.026140213E0,9.026358991E0
2.607606469E0,5.027823523E-2,1.915361360E-2,9.131484985E0,9.131643488E0
2.612611391E0,2.394201700E-3,2.873042040E-2,9.006986618E0,9.007032758E0
2.617646830E0,1.077390760E-1,2.873042040E-2,9.006986618E0,9.007676786E0
2.622682270E0,-3.591302410E-2,1.915361360E-2,8.863334656E0,8.863428108E0
2.627717709E0,1.268926859E-1,9.576806799E-3,8.930372238E0,8.931278844E0
2.632722630E0,2.154781483E-2,9.576806799E-3,8.997409821E0,8.997440720E0
2.637758069E0,2.154781483E-2,-1.915361360E-2,8.901641846E0,8.901688532E0
2.642793509E0,9.816227108E-2,-1.053448766E-1,8.853757858E0,8.854928661E0
2.647828948E0,5.027823523E-2,-1.915361360E-2,8.863334656E0,8.863497954E0
2.652864387E0,2.394201700E-3,-7.661445439E-2,9.054870605E0,9.055195039E0
2.657869309E0,9.816227108E-2,-6.703764945E-2,9.045293808E0,9.046074837E0
2.662904749E0,7.900865376E-2,2.873042040E-2,8.939949036E0,8.940344320E0
2.667940187E0,5.027823523E-2,2.873042040E-2,8.825027466E0,8.825217454E0
2.672975626E0,1.197100803E-2,-9.576806799E-3,8.825027466E0,8.825040781E0
2.678011066E0,4.070143029E-2,-1.053448766E-1,8.892065048E0,8.892782184E0
2.683015988E0,3.112462163E-2,-5.746084079E-2,9.016563416E0,9.016800226E0
2.688051427E0,7.900865376E-2,-1.149216816E-1,9.016563416E0,9.017641886E0
2.693086866E0,2.154781483E-2,-2.873042040E-2,8.815450668E0,8.815523821E0
2.698122306E0,5.985504389E-2,9.576806799E-3,8.662221909E0,8.662433996E0
2.703157744E0,5.985504389E-2,6.703764945E-2,8.872911453E0,8.873366572E0
2.708162666E0,1.173158810E-1,-1.244984865E-1,9.045293808E0,9.046911239E0
2.713198105E0,2.154781483E-2,-1.915361360E-2,9.112331390E0,9.112376997E0
2.718233545E0,3.112462163E-2,-4.788403213E-2,8.882488251E0,8.882671847E0
2.723268984E0,5.985504389E-2,-4.788403213E-2,8.892065048E0,8.892395421E0
2.728304423E0,4.070143029E-2,-3.830722719E-2,9.054870605E0,9.055043110E0
2.733309344E0,-6.464344263E-2,8.619125932E-2,8.968679428E0,8.969326529E0
2.738344784E0,-2.633621916E-2,0.000000000E0,8.825027466E0,8.825066763E0
2.743380223E0,3.112462163E-2,-3.830722719E-2,8.825027466E0,8.825165492E0
2.748415662E0,2.394201700E-3,-8.619125932E-2,8.796297073E0,8.796719665E0
2.753451102E0,4.070143029E-2,-5.746084079E-2,8.872911453E0,8.873190859E0
2.758456024E0,9.816227108E-2,-6.703764945E-2,8.987833023E0,8.988619045E0
2.763491463E0,4.070143029E-2,-4.788403213E-2,9.160215378E0,9.160430954E0
2.768526901E0,2.154781483E-2,9.576806799E-3,8.882488251E0,8.882519550E0
2.773562341E0,-7.182605099E-3,-9.576806799E-3,8.825027466E0,8.825035585E0
2.778597780E0,3.112462163E-2,-2.873042040E-2,8.757989883E0,8.758092314E0
2.783602702E0,1.197100803E-2,-5.746084079E-2,8.959102631E0,8.959294894E0
2.788638141E0,1.077390760E-1,-9.576806426E-2,9.102754593E0,9.103895892E0
2.793673581E0,2.154781483E-2,-2.873042040E-2,9.035717010E0,9.035788380E0
2.798709020E0,2.154781483E-2,-4.788403213E-2,8.949525833E0,8.949679873E0
2.803744459E0,1.197100803E-2,1.915361360E-2,8.805873871E0,8.805902838E0
2.808749380E0,-1.675941236E-2,-2.873042040E-2,8.939949036E0,8.940010910E0
2.813784820E0,-1.675941236E-2,-1.915361360E-2,9.074024200E0,9.074059892E0
2.818820259E0,2.154781483E-2,-3.830722719E-2,9.074024200E0,9.074130644E0
2.823855699E0,9.816227108E-2,-8.619125932E-2,8.997409821E0,8.998358086E0
2.828891138E0,5.027823523E-2,-1.053448766E-1,8.939949036E0,8.940711057E0
2.833896059E0,6.943184882E-2,2.873042040E-2,8.834604263E0,8.834923809E0
2.838931498E0,-3.591302410E-2,9.576806799E-3,8.930372238E0,8.930449584E0
2.843966938E0,-5.506663769E-2,-2.873042040E-2,9.102754593E0,9.102966492E0
2.849002377E0,4.070143029E-2,-6.703764945E-2,9.035717010E0,9.036057356E0
2.854037816E0,4.070143029E-2,-7.661445439E-2,8.959102631E0,8.959522662E0
2.859042738E0,5.985504389E-2,-1.053448766E-1,8.786720276E0,8.787555597E0
2.864078178E0,-7.182605099E-3,0.000000000E0,8.930372238E0,8.930375127E0
2.869113616E0,1.173158810E-1,-6.703764945E-2,8.987833023E0,8.988848620E0
2.874149055E0,5.027823523E-2,-2.873042040E-2,9.026140213E0,9.026325968E0
2.879153977E0,-3.591302410E-2,1.915361360E-2,8.987833023E0,8.987925181E0
2.884189417E0,5.027823523E-2,-5.746084079E-2,8.920795441E0,8.921122180E0
2.889224856E0,4.070143029E-2,3.830722719E-2,8.738836288E0,8.739015032E0
2.894260295E0,8.858546615E-2,-8.619125932E-2,8.786720276E0,8.787589517E0
2.899295735E0,1.173158810E-1,-1.915361360E-2,8.968679428E0,8.969467128E0
2.904300656E0,3.112462163E-2,-5.746084079E-2,9.006986618E0,9.007223680E0
2.909336095E0,-3.591302410E-2,-5.746084079E-2,8.968679428E0,8.968935398E0
2.914371534E0,2.154781483E-2,1.915361360E-2,8.901641846E0,8.901688532E0
2.919406974E0,-4.548983276E-2,-1.915361360E-2,8.920795441E0,8.920931985E0
2.924442413E0,4.070143029E-2,-5.746084079E-2,8.872911453E0,8.873190859E0
2.929447335E0,8.858546615E-2,-1.628057212E-1,8.892065048E0,8.893996509E0
2.934482773E0,4.070143029E-2,-9.576806426E-2,9.045293808E0,9.045892339E0
2.939518213E0,5.027823523E-2,-7.661445439E-2,9.064447403E0,9.064910612E0
2.944553652E0,2.154781483E-2,1.915361360E-2,9.131484985E0,9.131530496E0
2.949558574E0,1.197100803E-2,9.576806799E-3,8.911218643E0,8.911231830E0
2.954594013E0,2.154781483E-2,-9.576806799E-3,8.872911453E0,8.872942786E0
2.959629453E0,9.816227108E-2,-3.830722719E-2,8.844181061E0,8.844808755E0
2.964664892E0,8.858546615E-2,0.000000000E0,8.939949036E0,8.940387919E0
2.969700330E0,7.900865376E-2,-2.873042040E-2,9.083600998E0,9.083990032E0
2.974705252E0,8.858546615E-2,-1.053448766E-1,9.179368973E0,9.180400845E0
2.979740692E0,5.027823523E-2,-9.576806799E-3,8.959102631E0,8.959248828E0
2.984776131E0,-2.633621916E-2,4.788403213E-2,8.863334656E0,8.863503128E0
2.989811570E0,3.112462163E-2,-1.915361360E-2,8.815450668E0,8.815526422E0
2.994847010E0,4.070143029E-2,3.830722719E-2,8.844181061E0,8.844357675E0
2.999851931E0,5.027823523E-2,0.000000000E0,8.920795441E0,8.920937125E0
3.004887370E0,-1.675941236E-2,-2.873042040E-2,9.093177795E0,9.093238627E0
3.009922809E0,1.197100803E-2,-3.830722719E-2,9.064447403E0,9.064536252E0
3.014958249E0,2.394201700E-3,-1.915361360E-2,9.035717010E0,9.035737628E0
3.019993688E0,2.154781483E-2,-2.873042040E-2,8.911218643E0,8.911291009E0
3.024998610E0,-3.591302410E-2,9.576806799E-3,8.805873871E0,8.805952310E0
3.030034049E0,4.070143029E-2,9.576806799E-3,8.767566681E0,8.767666384E0
3.035069488E0,6.943184882E-2,-6.703764945E-2,8.997409821E0,8.997927445E0
3.040104927E0,2.154781483E-2,-9.576806426E-2,9.083600998E0,9.084131379E0
3.045109849E0,-2.633621916E-2,-9.576806799E-3,9.074024200E0,9.074067473E0
3.050145288E0,3.112462163E-2,-8.619125932E-2,9.045293808E0,9.045757997E0
3.055180728E0,4.070143029E-2,-1.915361360E-2,8.786720276E0,8.786835419E0
3.060216167E0,6.943184882E-2,-1.915361360E-2,8.748413086E0,8.748709571E0
3.065251607E0,-7.182605099E-3,9.576806799E-3,8.786720276E0,8.786728431E0
3.070256527E0,5.985504389E-2,-1.915361360E-2,8.939949036E0,8.940169923E0
3.075291967E0,9.816227108E-2,-1.053448766E-1,9.083600998E0,9.084742179E0
3.080327406E0,9.816227108E-2,-7.661445439E-2,9.083600998E0,9.084454452E0
3.085362846E0,5.985504389E-2,-1.915361360E-2,9.083600998E0,9.083818392E0
3.090367767E0,-2.633621916E-2,0.000000000E0,8.901641846E0,8.901680805E0
3.095403206E0,-7.182605099E-3,-1.915361360E-2,8.892065048E0,8.892088578E0
3.100438645E0,3.112462163E-2,1.915361360E-2,8.920795441E0,8.920870299E0
3.105474085E0,6.943184882E-2,-4.788403213E-2,9.026140213E0,9.026534263E0
3.110509524E0,2.154781483E-2,-2.873042040E-2,8.978256226E0,8.978328051E0
3.115514446E0,8.858546615E-2,6.703764945E-2,9.026140213E0,9.026823837E0
3.120549885E0,5.985504389E-2,-3.830722719E-2,8.978256226E0,8.978537460E0
3.125585325E0,9.816227108E-2,-4.788403213E-2,9.016563416E0,9.017224880E0
3.130620764E0,1.197100803E-2,0.000000000E0,8.959102631E0,8.959110628E0
3.135656202E0,-5.506663769E-2,-3.830722719E-2,8.911218643E0,8.911471118E0
3.140661124E0,-1.675941236E-2,-2.873042040E-2,8.949525833E0,8.949587641E0
3.145696564E0,5.027823523E-2,-7.661445439E-2,9.054870605E0,9.055334304E0
3.150732003E0,9.816227108E-2,-4.788403213E-2,9.035717010E0,9.036377073E0
3.155767442E0,2.154781483E-2,-1.340752989E-1,9.026140213E0,9.027161660E0
3.160802882E0,4.070143029E-2,3.830722719E-2,8.920795441E0,8.920970538E0
